ID_Comentario,Texto,Data,Classificacao
1223,Não era o que eu esperava.,2022-11-03,Negativo
1224,Não gostei do atendimento.,2022-08-21,Negativo
1225,Não gostei do atendimento.,2023-11-13,Negativo
1226,Muito satisfeito com a compra.,2023-12-01,Positivo
"1227,""Atendimento muito bom, parabéns!"",2023-03-15,Neutro"
"1228,""Atendimento muito bom, parabéns!"",2022-12-14,Neutro"
1229,Excelente custo-benefício!,2023-04-28,Neutro
1230,Demorou muito para chegar.,2023-04-07,Neutro
1231,Não era o que eu esperava.,2023-05-25,Negativo
1232,Não era o que eu esperava.,2022-01-10,Neutro
"1233,""Atendimento muito bom, parabéns!"",2023-07-23,Negativo"
1234,Muito satisfeito com a compra.,2022-03-22,Negativo
"1235,""Atendimento muito bom, parabéns!"",2023-02-22,Positivo"
1236,Não gostei do atendimento.,2023-03-24,Neutro
1237,Excelente custo-benefício!,2023-08-29,Neutro
"1238,""Entrega super rápida, adorei!"",2023-01-09,Negativo"
"1239,""Entrega super rápida, adorei!"",2022-01-09,Neutro"
"1240,""Péssima qualidade, não recomendo."",2023-07-19,Positivo"
"1241,""Péssima qualidade, não recomendo."",2023-11-27,Positivo"
1242,Não gostei do atendimento.,2023-04-16,Negativo
"1243,""Atendimento muito bom, parabéns!"",2023-03-08,Negativo"
1244,Não gostei do atendimento.,2023-08-17,Negativo
1245,Produto veio com defeito.,2023-03-27,Positivo
"1246,""Entrega super rápida, adorei!"",2022-12-26,Neutro"
1247,Muito satisfeito com a compra.,2023-07-10,Neutro
1248,Demorou muito para chegar.,2022-07-21,Neutro
1249,Produto veio com defeito.,2022-05-24,Positivo
"1250,""Atendimento muito bom, parabéns!"",2022-10-11,Positivo"
1251,Ótimo produto!,2023-01-22,Positivo
1252,Muito satisfeito com a compra.,2022-05-14,Positivo
1253,Excelente custo-benefício!,2022-04-07,Negativo
1254,Não gostei do atendimento.,2023-07-27,Negativo
1255,Muito satisfeito com a compra.,2023-11-27,Positivo
1256,Ótimo produto!,2023-11-19,Positivo
"1257,""Péssima qualidade, não recomendo."",2022-01-04,Neutro"
1258,Ótimo produto!,2023-07-20,Positivo
1259,Demorou muito para chegar.,2023-05-28,Positivo
"1260,""Péssima qualidade, não recomendo."",2023-11-29,Positivo"
"1261,""Péssima qualidade, não recomendo."",2023-12-30,Positivo"
1262,Produto veio com defeito.,2022-01-16,Negativo
1263,Produto veio com defeito.,2022-10-11,Positivo
1264,Não era o que eu esperava.,2022-10-26,Negativo
1265,Ótimo produto!,2023-02-18,Neutro
1266,Não era o que eu esperava.,2022-11-27,Neutro
1267,Não gostei do atendimento.,2022-11-07,Negativo
1268,Produto veio com defeito.,2022-02-01,Negativo
"1269,""Entrega super rápida, adorei!"",2022-04-10,Neutro"
1270,Muito satisfeito com a compra.,2022-04-12,Neutro
1271,Não gostei do atendimento.,2022-04-19,Neutro
1272,Excelente custo-benefício!,2023-02-03,Negativo
1273,Não era o que eu esperava.,2022-11-24,Negativo
1274,Muito satisfeito com a compra.,2023-09-19,Negativo
"1275,""Entrega super rápida, adorei!"",2023-01-11,Negativo"
1276,Produto veio com defeito.,2023-01-12,Neutro
"1277,""Atendimento muito bom, parabéns!"",2022-09-24,Negativo"
1278,Muito satisfeito com a compra.,2023-09-07,Neutro
1279,Ótimo produto!,2023-03-13,Negativo
1280,Produto veio com defeito.,2023-01-03,Neutro
1281,Excelente custo-benefício!,2023-04-18,Neutro
1282,Ótimo produto!,2022-11-19,Negativo
1283,Demorou muito para chegar.,2023-03-21,Positivo
1284,Excelente custo-benefício!,2023-12-04,Neutro
"1285,""Péssima qualidade, não recomendo."",2022-10-24,Positivo"
"1286,""Atendimento muito bom, parabéns!"",2022-10-26,Neutro"
1287,Muito satisfeito com a compra.,2023-12-24,Positivo
"1288,""Péssima qualidade, não recomendo."",2022-07-05,Negativo"
1289,Não gostei do atendimento.,2022-07-02,Neutro
1290,Produto veio com defeito.,2022-06-24,Negativo
1291,Excelente custo-benefício!,2022-11-05,Negativo
"1292,""Péssima qualidade, não recomendo."",2023-06-10,Negativo"
1293,Excelente custo-benefício!,2022-07-12,Neutro
1294,Não gostei do atendimento.,2023-05-29,Neutro
1295,Não era o que eu esperava.,2023-11-08,Neutro
"1296,""Atendimento muito bom, parabéns!"",2023-10-13,Neutro"
1297,Demorou muito para chegar.,2022-05-28,Neutro
1298,Excelente custo-benefício!,2023-11-09,Positivo
"1299,""Péssima qualidade, não recomendo."",2022-10-23,Negativo"
1300,Ótimo produto!,2023-02-03,Positivo
"1301,""Atendimento muito bom, parabéns!"",2022-07-19,Negativo"
"1302,""Entrega super rápida, adorei!"",2022-09-16,Positivo"
1303,Produto veio com defeito.,2023-06-02,Negativo
1304,Excelente custo-benefício!,2023-09-20,Neutro
1305,Produto veio com defeito.,2022-09-21,Negativo
1306,Produto veio com defeito.,2022-12-14,Negativo
"1307,""Entrega super rápida, adorei!"",2022-05-03,Neutro"
1308,Excelente custo-benefício!,2022-06-16,Negativo
1309,Não gostei do atendimento.,2022-12-20,Neutro
1310,Excelente custo-benefício!,2023-07-03,Negativo
"1311,""Péssima qualidade, não recomendo."",2023-03-18,Negativo"
1312,Excelente custo-benefício!,2022-04-16,Neutro
1313,Produto veio com defeito.,2023-01-16,Negativo
1314,Ótimo produto!,2022-03-24,Negativo
1315,Ótimo produto!,2023-01-19,Negativo
1316,Excelente custo-benefício!,2023-12-05,Negativo
1317,Excelente custo-benefício!,2022-04-22,Neutro
1318,Não era o que eu esperava.,2022-08-23,Positivo
"1319,""Péssima qualidade, não recomendo."",2022-11-02,Positivo"
1320,Produto veio com defeito.,2023-07-22,Negativo
1321,Excelente custo-benefício!,2022-02-02,Negativo
"1322,""Atendimento muito bom, parabéns!"",2022-10-28,Neutro"
"1323,""Entrega super rápida, adorei!"",2022-05-30,Negativo"
1324,Demorou muito para chegar.,2022-06-03,Negativo
1325,Demorou muito para chegar.,2022-12-10,Negativo
1326,Excelente custo-benefício!,2023-01-19,Positivo
"1327,""Péssima qualidade, não recomendo."",2022-02-20,Neutro"
1328,Não gostei do atendimento.,2023-11-22,Positivo
1329,Excelente custo-benefício!,2022-02-27,Positivo
1330,Não gostei do atendimento.,2023-09-18,Positivo
1331,Não gostei do atendimento.,2023-03-17,Neutro
1332,Produto veio com defeito.,2022-06-22,Neutro
1333,Não era o que eu esperava.,2022-08-27,Negativo
1334,Muito satisfeito com a compra.,2023-11-16,Neutro
1335,Excelente custo-benefício!,2023-05-03,Positivo
"1336,""Entrega super rápida, adorei!"",2023-07-21,Positivo"
1337,Não era o que eu esperava.,2022-06-30,Negativo
1338,Produto veio com defeito.,2022-05-10,Positivo
"1339,""Atendimento muito bom, parabéns!"",2023-08-24,Neutro"
"1340,""Péssima qualidade, não recomendo."",2022-06-24,Negativo"
1341,Muito satisfeito com a compra.,2023-09-07,Negativo
1342,Demorou muito para chegar.,2022-05-28,Positivo
1343,Não era o que eu esperava.,2023-02-01,Positivo
"1344,""Entrega super rápida, adorei!"",2022-05-25,Neutro"
"1345,""Atendimento muito bom, parabéns!"",2023-10-08,Neutro"
1346,Excelente custo-benefício!,2023-09-24,Neutro
"1347,""Entrega super rápida, adorei!"",2022-04-24,Neutro"
"1348,""Entrega super rápida, adorei!"",2022-09-11,Neutro"
1349,Demorou muito para chegar.,2022-12-26,Positivo
1350,Excelente custo-benefício!,2023-12-19,Positivo
1351,Demorou muito para chegar.,2022-10-15,Positivo
1352,Excelente custo-benefício!,2023-04-30,Positivo
"1353,""Atendimento muito bom, parabéns!"",2023-08-11,Negativo"
"1354,""Atendimento muito bom, parabéns!"",2022-08-16,Positivo"
1355,Ótimo produto!,2023-07-03,Positivo
1356,Muito satisfeito com a compra.,2023-11-14,Positivo
1357,Não gostei do atendimento.,2022-09-30,Neutro
1358,Produto veio com defeito.,2022-11-03,Neutro
"1359,""Atendimento muito bom, parabéns!"",2022-04-01,Neutro"
1360,Ótimo produto!,2022-01-08,Positivo
"1361,""Entrega super rápida, adorei!"",2022-09-07,Neutro"
"1362,""Atendimento muito bom, parabéns!"",2022-11-24,Neutro"
1363,Excelente custo-benefício!,2023-04-04,Negativo
1364,Ótimo produto!,2022-05-16,Positivo
1365,Demorou muito para chegar.,2023-12-20,Negativo
1366,Demorou muito para chegar.,2022-02-02,Negativo
1367,Não gostei do atendimento.,2022-05-20,Negativo
1368,Excelente custo-benefício!,2023-08-31,Negativo
"1369,""Entrega super rápida, adorei!"",2022-02-07,Positivo"
"1370,""Entrega super rápida, adorei!"",2023-07-16,Positivo"
1371,Não era o que eu esperava.,2023-02-09,Positivo
"1372,""Péssima qualidade, não recomendo."",2022-08-30,Neutro"
1373,Não gostei do atendimento.,2022-10-03,Negativo
1374,Muito satisfeito com a compra.,2023-03-02,Neutro
"1375,""Péssima qualidade, não recomendo."",2023-09-20,Neutro"
"1376,""Atendimento muito bom, parabéns!"",2022-01-23,Negativo"
1377,Muito satisfeito com a compra.,2023-10-17,Positivo
"1378,""Entrega super rápida, adorei!"",2022-09-30,Negativo"
"1379,""Atendimento muito bom, parabéns!"",2022-08-19,Positivo"
1380,Muito satisfeito com a compra.,2022-06-11,Negativo
"1381,""Entrega super rápida, adorei!"",2022-12-21,Negativo"
1382,Excelente custo-benefício!,2023-09-28,Neutro
1383,Ótimo produto!,2022-06-09,Positivo
1384,Não gostei do atendimento.,2022-08-30,Positivo
1385,Não era o que eu esperava.,2023-09-29,Positivo
1386,Não era o que eu esperava.,2023-04-05,Positivo
"1387,""Péssima qualidade, não recomendo."",2022-12-15,Positivo"
1388,Muito satisfeito com a compra.,2022-03-22,Negativo
1389,Excelente custo-benefício!,2023-01-08,Negativo
"1390,""Entrega super rápida, adorei!"",2023-12-08,Neutro"
1391,Excelente custo-benefício!,2023-06-25,Neutro
1392,Demorou muito para chegar.,2023-12-07,Neutro
"1393,""Entrega super rápida, adorei!"",2023-10-05,Neutro"
1394,Não era o que eu esperava.,2022-03-06,Negativo
1395,Demorou muito para chegar.,2022-12-03,Negativo
1396,Ótimo produto!,2022-09-18,Positivo
1397,Produto veio com defeito.,2023-06-10,Negativo
1398,Produto veio com defeito.,2023-09-26,Neutro
1399,Produto veio com defeito.,2022-03-31,Positivo
1400,Produto veio com defeito.,2023-03-21,Neutro
"1401,""Entrega super rápida, adorei!"",2023-05-12,Neutro"
1402,Não era o que eu esperava.,2023-03-09,Positivo
1403,Produto veio com defeito.,2022-09-20,Positivo
"1404,""Entrega super rápida, adorei!"",2022-04-17,Negativo"
1405,Não era o que eu esperava.,2023-12-30,Neutro
1406,Não gostei do atendimento.,2022-01-26,Negativo
"1407,""Atendimento muito bom, parabéns!"",2022-01-30,Negativo"
1408,Não gostei do atendimento.,2023-10-19,Positivo
1409,Não gostei do atendimento.,2023-12-12,Neutro
"1410,""Péssima qualidade, não recomendo."",2022-05-11,Neutro"
1411,Não gostei do atendimento.,2022-08-31,Positivo
1412,Muito satisfeito com a compra.,2023-07-21,Positivo
1413,Produto veio com defeito.,2023-07-05,Neutro
1414,Muito satisfeito com a compra.,2023-08-28,Neutro
"1415,""Entrega super rápida, adorei!"",2022-05-07,Positivo"
1416,Não gostei do atendimento.,2022-10-13,Negativo
1417,Muito satisfeito com a compra.,2022-05-10,Neutro
"1418,""Péssima qualidade, não recomendo."",2022-02-24,Neutro"
1419,Demorou muito para chegar.,2023-10-24,Negativo
"1420,""Entrega super rápida, adorei!"",2023-06-18,Negativo"
1421,Não era o que eu esperava.,2022-06-23,Positivo
1422,Excelente custo-benefício!,2022-12-26,Positivo
1423,Não gostei do atendimento.,2022-07-19,Positivo
1424,Não era o que eu esperava.,2023-03-10,Neutro
"1425,""Entrega super rápida, adorei!"",2022-09-09,Negativo"
1426,Não era o que eu esperava.,2022-02-25,Positivo
"1427,""Péssima qualidade, não recomendo."",2023-04-04,Positivo"
"1428,""Péssima qualidade, não recomendo."",2022-11-02,Negativo"
1429,Não gostei do atendimento.,2022-12-12,Positivo
1430,Muito satisfeito com a compra.,2022-07-12,Neutro
1431,Não gostei do atendimento.,2022-10-09,Negativo
1432,Ótimo produto!,2022-06-07,Neutro
"1433,""Atendimento muito bom, parabéns!"",2023-12-23,Negativo"
"1434,""Atendimento muito bom, parabéns!"",2022-03-04,Negativo"
"1435,""Atendimento muito bom, parabéns!"",2022-10-13,Negativo"
1436,Não era o que eu esperava.,2022-08-18,Negativo
1437,Não era o que eu esperava.,2022-01-21,Negativo
"1438,""Péssima qualidade, não recomendo."",2022-05-11,Negativo"
1439,Não era o que eu esperava.,2022-11-10,Negativo
1440,Excelente custo-benefício!,2023-01-10,Positivo
1441,Produto veio com defeito.,2022-07-26,Positivo
"1442,""Entrega super rápida, adorei!"",2022-11-12,Negativo"
"1443,""Entrega super rápida, adorei!"",2022-02-01,Neutro"
1444,Produto veio com defeito.,2023-10-06,Positivo
1445,Excelente custo-benefício!,2023-08-30,Positivo
1446,Produto veio com defeito.,2022-10-01,Positivo
1447,Demorou muito para chegar.,2023-09-04,Neutro
1448,Produto veio com defeito.,2023-02-26,Positivo
1449,Não era o que eu esperava.,2022-03-27,Positivo
1450,Demorou muito para chegar.,2022-11-13,Negativo
1451,Muito satisfeito com a compra.,2023-09-13,Neutro
1452,Produto veio com defeito.,2023-08-20,Positivo
1453,Ótimo produto!,2022-04-20,Negativo
1454,Produto veio com defeito.,2023-07-02,Negativo
"1455,""Entrega super rápida, adorei!"",2022-08-21,Negativo"
1456,Ótimo produto!,2023-06-29,Negativo
"1457,""Entrega super rápida, adorei!"",2022-05-20,Neutro"
1458,Excelente custo-benefício!,2022-11-07,Positivo
"1459,""Entrega super rápida, adorei!"",2023-08-17,Negativo"
1460,Muito satisfeito com a compra.,2022-10-10,Neutro
1461,Demorou muito para chegar.,2023-11-28,Positivo
"1462,""Péssima qualidade, não recomendo."",2023-07-01,Negativo"
"1463,""Péssima qualidade, não recomendo."",2023-12-02,Neutro"
1464,Demorou muito para chegar.,2023-06-16,Positivo
1465,Excelente custo-benefício!,2022-04-11,Positivo
"1466,""Atendimento muito bom, parabéns!"",2023-07-03,Negativo"
"1467,""Entrega super rápida, adorei!"",2022-08-23,Positivo"
1468,Excelente custo-benefício!,2022-03-04,Negativo
"1469,""Péssima qualidade, não recomendo."",2023-11-25,Neutro"
"1470,""Entrega super rápida, adorei!"",2023-12-12,Neutro"
1471,Não gostei do atendimento.,2023-08-31,Negativo
1472,Produto veio com defeito.,2022-03-21,Neutro
"1473,""Atendimento muito bom, parabéns!"",2022-04-24,Neutro"
1474,Demorou muito para chegar.,2023-12-12,Positivo
1475,Muito satisfeito com a compra.,2022-01-05,Positivo
1476,Demorou muito para chegar.,2023-05-06,Negativo
1477,Ótimo produto!,2022-04-19,Negativo
1478,Muito satisfeito com a compra.,2022-06-12,Positivo
1479,Produto veio com defeito.,2023-07-17,Positivo
"1480,""Péssima qualidade, não recomendo."",2022-10-16,Positivo"
1481,Não gostei do atendimento.,2023-04-08,Negativo
1482,Demorou muito para chegar.,2023-12-08,Positivo
1483,Muito satisfeito com a compra.,2023-08-22,Neutro
1484,Não era o que eu esperava.,2023-01-05,Positivo
1485,Produto veio com defeito.,2022-10-16,Neutro
"1486,""Entrega super rápida, adorei!"",2023-05-23,Positivo"
1487,Ótimo produto!,2022-08-06,Neutro
"1488,""Atendimento muito bom, parabéns!"",2022-11-23,Positivo"
"1489,""Péssima qualidade, não recomendo."",2024-01-01,Positivo"
1490,Ótimo produto!,2022-04-02,Negativo
1491,Não era o que eu esperava.,2023-12-12,Negativo
1492,Muito satisfeito com a compra.,2023-12-28,Negativo
1493,Não era o que eu esperava.,2023-07-09,Positivo
1494,Ótimo produto!,2023-10-25,Positivo
1495,Excelente custo-benefício!,2022-06-04,Negativo
1496,Ótimo produto!,2022-02-06,Positivo
"1497,""Entrega super rápida, adorei!"",2023-12-10,Neutro"
1498,Muito satisfeito com a compra.,2023-04-30,Negativo
"1499,""Atendimento muito bom, parabéns!"",2023-02-11,Negativo"
"1500,""Atendimento muito bom, parabéns!"",2023-02-25,Positivo"
1501,Não gostei do atendimento.,2022-09-29,Negativo
"1502,""Péssima qualidade, não recomendo."",2023-08-02,Neutro"
1503,Demorou muito para chegar.,2022-02-26,Neutro
1504,Produto veio com defeito.,2023-12-16,Negativo
1505,Muito satisfeito com a compra.,2023-07-16,Positivo
"1506,""Atendimento muito bom, parabéns!"",2022-04-10,Negativo"
1507,Ótimo produto!,2023-09-29,Neutro
"1508,""Entrega super rápida, adorei!"",2022-12-30,Negativo"
"1509,""Entrega super rápida, adorei!"",2022-08-31,Neutro"
"1510,""Atendimento muito bom, parabéns!"",2022-08-20,Neutro"
"1511,""Entrega super rápida, adorei!"",2023-05-07,Negativo"
"1512,""Péssima qualidade, não recomendo."",2022-08-16,Positivo"
1513,Não era o que eu esperava.,2023-08-15,Negativo
"1514,""Péssima qualidade, não recomendo."",2022-12-23,Neutro"
1515,Não gostei do atendimento.,2023-04-08,Neutro
"1516,""Atendimento muito bom, parabéns!"",2022-07-06,Positivo"
1517,Não era o que eu esperava.,2023-06-27,Positivo
1518,Ótimo produto!,2022-10-20,Neutro
1519,Ótimo produto!,2023-06-23,Positivo
1520,Demorou muito para chegar.,2023-07-25,Positivo
1521,Ótimo produto!,2022-03-05,Negativo
1522,Não era o que eu esperava.,2023-04-22,Positivo
1523,Excelente custo-benefício!,2022-05-01,Negativo
1524,Não era o que eu esperava.,2023-08-02,Neutro
1525,Demorou muito para chegar.,2023-12-04,Neutro
"1526,""Péssima qualidade, não recomendo."",2023-01-08,Neutro"
"1527,""Entrega super rápida, adorei!"",2023-02-01,Positivo"
"1528,""Entrega super rápida, adorei!"",2022-10-19,Negativo"
1529,Não era o que eu esperava.,2023-03-09,Negativo
1530,Não era o que eu esperava.,2022-10-15,Positivo
1531,Ótimo produto!,2023-03-19,Positivo
1532,Não era o que eu esperava.,2023-07-21,Positivo
1533,Muito satisfeito com a compra.,2022-01-16,Neutro
1534,Ótimo produto!,2022-05-28,Negativo
1535,Demorou muito para chegar.,2023-11-05,Positivo
1536,Não era o que eu esperava.,2022-11-16,Neutro
1537,Demorou muito para chegar.,2022-02-26,Negativo
1538,Ótimo produto!,2023-06-27,Positivo
"1539,""Entrega super rápida, adorei!"",2023-04-30,Neutro"
1540,Demorou muito para chegar.,2022-07-02,Negativo
1541,Ótimo produto!,2023-03-25,Positivo
1542,Ótimo produto!,2022-10-11,Positivo
1543,Ótimo produto!,2022-02-26,Negativo
"1544,""Entrega super rápida, adorei!"",2022-03-21,Positivo"
1545,Produto veio com defeito.,2023-03-29,Neutro
1546,Muito satisfeito com a compra.,2023-07-23,Positivo
1547,Ótimo produto!,2023-06-21,Neutro
1548,Excelente custo-benefício!,2023-11-29,Negativo
"1549,""Péssima qualidade, não recomendo."",2022-09-09,Negativo"
1550,Demorou muito para chegar.,2023-10-26,Positivo
1551,Não era o que eu esperava.,2022-08-15,Neutro
"1552,""Entrega super rápida, adorei!"",2023-12-17,Positivo"
"1553,""Péssima qualidade, não recomendo."",2022-01-17,Neutro"
1554,Ótimo produto!,2023-12-17,Neutro
"1555,""Atendimento muito bom, parabéns!"",2023-12-23,Negativo"
1556,Excelente custo-benefício!,2023-12-05,Neutro
1557,Excelente custo-benefício!,2023-05-26,Neutro
1558,Não gostei do atendimento.,2022-01-15,Neutro
1559,Muito satisfeito com a compra.,2022-08-18,Positivo
1560,Demorou muito para chegar.,2022-11-09,Negativo
"1561,""Atendimento muito bom, parabéns!"",2023-07-22,Negativo"
"1562,""Atendimento muito bom, parabéns!"",2022-06-09,Negativo"
"1563,""Entrega super rápida, adorei!"",2023-05-01,Positivo"
"1564,""Péssima qualidade, não recomendo."",2022-10-04,Negativo"
1565,Demorou muito para chegar.,2022-10-01,Negativo
1566,Muito satisfeito com a compra.,2023-04-25,Positivo
1567,Produto veio com defeito.,2023-09-28,Positivo
"1568,""Péssima qualidade, não recomendo."",2023-09-29,Positivo"
"1569,""Atendimento muito bom, parabéns!"",2023-02-27,Positivo"
1570,Demorou muito para chegar.,2023-11-28,Neutro
1571,Produto veio com defeito.,2022-11-24,Neutro
1572,Excelente custo-benefício!,2023-06-02,Positivo
1573,Produto veio com defeito.,2022-11-21,Positivo
"1574,""Péssima qualidade, não recomendo."",2022-10-23,Positivo"
1575,Produto veio com defeito.,2023-01-20,Neutro
"1576,""Atendimento muito bom, parabéns!"",2022-05-15,Positivo"
1577,Produto veio com defeito.,2023-12-30,Neutro
1578,Demorou muito para chegar.,2023-11-23,Negativo
1579,Não era o que eu esperava.,2022-06-07,Neutro
1580,Produto veio com defeito.,2023-09-27,Positivo
1581,Não gostei do atendimento.,2022-08-10,Positivo
1582,Demorou muito para chegar.,2023-04-26,Positivo
1583,Demorou muito para chegar.,2023-12-29,Negativo
1584,Demorou muito para chegar.,2023-07-07,Negativo
1585,Excelente custo-benefício!,2022-10-30,Neutro
1586,Produto veio com defeito.,2023-03-29,Positivo
1587,Excelente custo-benefício!,2023-12-02,Neutro
"1588,""Entrega super rápida, adorei!"",2023-12-16,Neutro"
"1589,""Entrega super rápida, adorei!"",2023-09-28,Neutro"
1590,Demorou muito para chegar.,2023-05-25,Neutro
1591,Excelente custo-benefício!,2023-03-04,Negativo
1592,Muito satisfeito com a compra.,2023-12-02,Negativo
1593,Demorou muito para chegar.,2022-01-22,Positivo
1594,Muito satisfeito com a compra.,2022-08-05,Neutro
1595,Excelente custo-benefício!,2023-11-23,Neutro
"1596,""Entrega super rápida, adorei!"",2023-05-01,Neutro"
1597,Ótimo produto!,2023-10-24,Negativo
"1598,""Péssima qualidade, não recomendo."",2022-11-14,Positivo"
1599,Produto veio com defeito.,2023-09-20,Neutro
"1600,""Entrega super rápida, adorei!"",2023-05-28,Negativo"
1601,Não gostei do atendimento.,2022-02-20,Negativo
"1602,""Péssima qualidade, não recomendo."",2023-06-26,Neutro"
1603,Ótimo produto!,2023-07-20,Neutro
"1604,""Atendimento muito bom, parabéns!"",2023-01-04,Negativo"
"1605,""Péssima qualidade, não recomendo."",2022-02-13,Neutro"
"1606,""Entrega super rápida, adorei!"",2022-04-20,Neutro"
"1607,""Atendimento muito bom, parabéns!"",2023-10-12,Neutro"
"1608,""Atendimento muito bom, parabéns!"",2022-05-12,Positivo"
"1609,""Péssima qualidade, não recomendo."",2022-09-01,Negativo"
1610,Demorou muito para chegar.,2022-09-14,Positivo
1611,Não gostei do atendimento.,2023-07-13,Negativo
1612,Excelente custo-benefício!,2023-03-09,Negativo
1613,Muito satisfeito com a compra.,2022-07-06,Negativo
"1614,""Péssima qualidade, não recomendo."",2023-06-18,Neutro"
1615,Não era o que eu esperava.,2023-01-06,Positivo
1616,Excelente custo-benefício!,2023-03-09,Positivo
1617,Muito satisfeito com a compra.,2022-02-26,Positivo
1618,Excelente custo-benefício!,2023-03-03,Neutro
1619,Ótimo produto!,2022-10-26,Positivo
"1620,""Entrega super rápida, adorei!"",2022-02-03,Neutro"
"1621,""Entrega super rápida, adorei!"",2023-12-22,Positivo"
1622,Não era o que eu esperava.,2023-06-13,Neutro
1623,Ótimo produto!,2022-03-11,Positivo
1624,Excelente custo-benefício!,2022-02-07,Positivo
1625,Produto veio com defeito.,2022-01-02,Neutro
"1626,""Atendimento muito bom, parabéns!"",2023-12-22,Negativo"
1627,Não gostei do atendimento.,2022-04-05,Negativo
1628,Ótimo produto!,2023-07-04,Neutro
1629,Não gostei do atendimento.,2023-11-23,Positivo
1630,Não gostei do atendimento.,2023-06-12,Neutro
"1631,""Péssima qualidade, não recomendo."",2022-10-26,Neutro"
1632,Excelente custo-benefício!,2023-06-27,Neutro
"1633,""Atendimento muito bom, parabéns!"",2022-04-02,Negativo"
1634,Não era o que eu esperava.,2023-05-13,Neutro
1635,Muito satisfeito com a compra.,2023-12-27,Negativo
1636,Muito satisfeito com a compra.,2022-03-08,Negativo
"1637,""Atendimento muito bom, parabéns!"",2023-07-18,Neutro"
1638,Não era o que eu esperava.,2023-05-05,Positivo
1639,Muito satisfeito com a compra.,2023-03-23,Positivo
"1640,""Péssima qualidade, não recomendo."",2023-10-27,Negativo"
1641,Muito satisfeito com a compra.,2022-02-10,Negativo
1642,Ótimo produto!,2023-03-22,Negativo
"1643,""Entrega super rápida, adorei!"",2022-07-09,Neutro"
1644,Produto veio com defeito.,2022-05-14,Negativo
1645,Ótimo produto!,2023-06-17,Negativo
1646,Demorou muito para chegar.,2023-06-16,Positivo
1647,Excelente custo-benefício!,2022-12-12,Negativo
1648,Excelente custo-benefício!,2022-07-15,Positivo
1649,Demorou muito para chegar.,2022-06-03,Neutro
1650,Muito satisfeito com a compra.,2022-05-03,Negativo
1651,Produto veio com defeito.,2022-08-27,Negativo
1652,Não era o que eu esperava.,2022-03-11,Positivo
1653,Não gostei do atendimento.,2023-09-09,Negativo
1654,Excelente custo-benefício!,2023-04-05,Negativo
"1655,""Atendimento muito bom, parabéns!"",2023-10-03,Negativo"
1656,Não era o que eu esperava.,2022-07-29,Positivo
1657,Não gostei do atendimento.,2023-04-14,Positivo
1658,Produto veio com defeito.,2022-08-22,Positivo
"1659,""Péssima qualidade, não recomendo."",2022-07-23,Negativo"
1660,Não gostei do atendimento.,2022-11-06,Positivo
"1661,""Atendimento muito bom, parabéns!"",2022-01-18,Neutro"
1662,Muito satisfeito com a compra.,2022-07-16,Neutro
"1663,""Entrega super rápida, adorei!"",2022-12-26,Positivo"
"1664,""Atendimento muito bom, parabéns!"",2022-07-17,Positivo"
1665,Produto veio com defeito.,2022-11-21,Neutro
1666,Demorou muito para chegar.,2023-09-25,Positivo
"1667,""Péssima qualidade, não recomendo."",2022-12-05,Neutro"
1668,Muito satisfeito com a compra.,2022-07-24,Positivo
1669,Não gostei do atendimento.,2022-04-02,Negativo
1670,Demorou muito para chegar.,2023-06-11,Positivo
"1671,""Péssima qualidade, não recomendo."",2023-06-24,Neutro"
1672,Não era o que eu esperava.,2022-11-24,Negativo
1673,Não gostei do atendimento.,2023-10-13,Neutro
1674,Muito satisfeito com a compra.,2023-11-24,Neutro
1675,Não era o que eu esperava.,2023-09-03,Negativo
"1676,""Atendimento muito bom, parabéns!"",2023-02-27,Neutro"
1677,Muito satisfeito com a compra.,2022-12-01,Positivo
1678,Ótimo produto!,2023-05-21,Positivo
"1679,""Atendimento muito bom, parabéns!"",2023-08-08,Negativo"
1680,Não gostei do atendimento.,2023-11-03,Negativo
"1681,""Atendimento muito bom, parabéns!"",2023-08-18,Negativo"
1682,Não era o que eu esperava.,2022-05-27,Neutro
"1683,""Entrega super rápida, adorei!"",2022-05-11,Negativo"
"1684,""Atendimento muito bom, parabéns!"",2023-01-11,Neutro"
"1685,""Atendimento muito bom, parabéns!"",2023-07-30,Neutro"
1686,Excelente custo-benefício!,2022-03-28,Negativo
"1687,""Entrega super rápida, adorei!"",2022-12-25,Positivo"
1688,Não era o que eu esperava.,2022-01-02,Negativo
1689,Produto veio com defeito.,2022-04-17,Neutro
1690,Muito satisfeito com a compra.,2023-01-07,Neutro
1691,Não era o que eu esperava.,2023-11-09,Positivo
1692,Muito satisfeito com a compra.,2022-06-17,Neutro
1693,Ótimo produto!,2022-07-22,Neutro
"1694,""Entrega super rápida, adorei!"",2022-02-17,Positivo"
1695,Demorou muito para chegar.,2022-05-25,Positivo
1696,Excelente custo-benefício!,2022-12-24,Neutro
"1697,""Entrega super rápida, adorei!"",2022-11-29,Neutro"
1698,Não gostei do atendimento.,2022-11-23,Positivo
"1699,""Atendimento muito bom, parabéns!"",2022-01-27,Negativo"
1700,Produto veio com defeito.,2023-11-01,Positivo
1701,Não gostei do atendimento.,2022-01-24,Neutro
1702,Ótimo produto!,2023-09-14,Positivo
1703,Excelente custo-benefício!,2022-09-09,Positivo
