ID_Comentario;Texto;Data;Classificacao;Sentimento
1341;Muito satisfeito com a compra.;2023-09-07;Neutro;0.0
1342;Demorou muito para chegar.;2022-05-28;Neutro;0.0
1343;Não era o que eu esperava.;2023-02-01;Neutro;0.0
1344;Entrega super rápida, adorei!;2022-05-25;Positivo;0.41666666666666663
1345;Atendimento muito bom, parabéns!;2023-10-08;Neutro;0.0
1346;Excelente custo-benefício!;2023-09-24;Neutro;0.0
1347;Entrega super rápida, adorei!;2022-04-24;Positivo;0.41666666666666663
1348;Entrega super rápida, adorei!;2022-09-11;Positivo;0.41666666666666663
1349;Demorou muito para chegar.;2022-12-26;Neutro;0.0
1350;Excelente custo-benefício!;2023-12-19;Neutro;0.0
1351;Demorou muito para chegar.;2022-10-15;Neutro;0.0
1352;Excelente custo-benefício!;2023-04-30;Neutro;0.0
1353;Atendimento muito bom, parabéns!;2023-08-11;Neutro;0.0
1354;Atendimento muito bom, parabéns!;2022-08-16;Neutro;0.0
1355;Ótimo produto!;2023-07-03;Neutro;0.0
1356;Muito satisfeito com a compra.;2023-11-14;Neutro;0.0
1357;Não gostei do atendimento.;2022-09-30;Neutro;0.0
1358;Produto veio com defeito.;2022-11-03;Neutro;0.0
1359;Atendimento muito bom, parabéns!;2022-04-01;Neutro;0.0
1360;Ótimo produto!;2022-01-08;Neutro;0.0
1361;Entrega super rápida, adorei!;2022-09-07;Positivo;0.41666666666666663
1362;Atendimento muito bom, parabéns!;2022-11-24;Neutro;0.0
1363;Excelente custo-benefício!;2023-04-04;Neutro;0.0
1364;Ótimo produto!;2022-05-16;Neutro;0.0
1365;Demorou muito para chegar.;2023-12-20;Neutro;0.0
1366;Demorou muito para chegar.;2022-02-02;Neutro;0.0
1367;Não gostei do atendimento.;2022-05-20;Neutro;0.0
1368;Excelente custo-benefício!;2023-08-31;Neutro;0.0
1369;Entrega super rápida, adorei!;2022-02-07;Positivo;0.41666666666666663
1370;Entrega super rápida, adorei!;2023-07-16;Positivo;0.41666666666666663
1371;Não era o que eu esperava.;2023-02-09;Neutro;0.0
1372;Péssima qualidade, não recomendo.;2022-08-30;Neutro;0.0
1373;Não gostei do atendimento.;2022-10-03;Neutro;0.0
1374;Muito satisfeito com a compra.;2023-03-02;Neutro;0.0
1375;Péssima qualidade, não recomendo.;2023-09-20;Neutro;0.0
1376;Atendimento muito bom, parabéns!;2022-01-23;Neutro;0.0
1377;Muito satisfeito com a compra.;2023-10-17;Neutro;0.0
1378;Entrega super rápida, adorei!;2022-09-30;Positivo;0.41666666666666663
1379;Atendimento muito bom, parabéns!;2022-08-19;Neutro;0.0
1380;Muito satisfeito com a compra.;2022-06-11;Neutro;0.0
1381;Entrega super rápida, adorei!;2022-12-21;Positivo;0.41666666666666663
1382;Excelente custo-benefício!;2023-09-28;Neutro;0.0
1383;Ótimo produto!;2022-06-09;Neutro;0.0
1384;Não gostei do atendimento.;2022-08-30;Neutro;0.0
1385;Não era o que eu esperava.;2023-09-29;Neutro;0.0
1386;Não era o que eu esperava.;2023-04-05;Neutro;0.0
1387;Péssima qualidade, não recomendo.;2022-12-15;Neutro;0.0
1388;Muito satisfeito com a compra.;2022-03-22;Neutro;0.0
1389;Excelente custo-benefício!;2023-01-08;Neutro;0.0
1390;Entrega super rápida, adorei!;2023-12-08;Positivo;0.41666666666666663
1391;Excelente custo-benefício!;2023-06-25;Neutro;0.0
1392;Demorou muito para chegar.;2023-12-07;Neutro;0.0
1393;Entrega super rápida, adorei!;2023-10-05;Positivo;0.41666666666666663
1394;Não era o que eu esperava.;2022-03-06;Neutro;0.0
1395;Demorou muito para chegar.;2022-12-03;Neutro;0.0
1396;Ótimo produto!;2022-09-18;Neutro;0.0
1397;Produto veio com defeito.;2023-06-10;Neutro;0.0
1398;Produto veio com defeito.;2023-09-26;Neutro;0.0
1399;Produto veio com defeito.;2022-03-31;Neutro;0.0
1400;Produto veio com defeito.;2023-03-21;Neutro;0.0
1401;Entrega super rápida, adorei!;2023-05-12;Positivo;0.41666666666666663
1402;Não era o que eu esperava.;2023-03-09;Neutro;0.0
1403;Produto veio com defeito.;2022-09-20;Neutro;0.0
1404;Entrega super rápida, adorei!;2022-04-17;Positivo;0.41666666666666663
1405;Não era o que eu esperava.;2023-12-30;Neutro;0.0
1406;Não gostei do atendimento.;2022-01-26;Neutro;0.0
1407;Atendimento muito bom, parabéns!;2022-01-30;Neutro;0.0
1408;Não gostei do atendimento.;2023-10-19;Neutro;0.0
1409;Não gostei do atendimento.;2023-12-12;Neutro;0.0
1410;Péssima qualidade, não recomendo.;2022-05-11;Neutro;0.0
1411;Não gostei do atendimento.;2022-08-31;Neutro;0.0
1412;Muito satisfeito com a compra.;2023-07-21;Neutro;0.0
1413;Produto veio com defeito.;2023-07-05;Neutro;0.0
1414;Muito satisfeito com a compra.;2023-08-28;Neutro;0.0
1415;Entrega super rápida, adorei!;2022-05-07;Positivo;0.41666666666666663
1416;Não gostei do atendimento.;2022-10-13;Neutro;0.0
1417;Muito satisfeito com a compra.;2022-05-10;Neutro;0.0
1418;Péssima qualidade, não recomendo.;2022-02-24;Neutro;0.0
1419;Demorou muito para chegar.;2023-10-24;Neutro;0.0
1420;Entrega super rápida, adorei!;2023-06-18;Positivo;0.41666666666666663
1421;Não era o que eu esperava.;2022-06-23;Neutro;0.0
1422;Excelente custo-benefício!;2022-12-26;Neutro;0.0
1423;Não gostei do atendimento.;2022-07-19;Neutro;0.0
1424;Não era o que eu esperava.;2023-03-10;Neutro;0.0
1425;Entrega super rápida, adorei!;2022-09-09;Positivo;0.41666666666666663
1426;Não era o que eu esperava.;2022-02-25;Neutro;0.0
1427;Péssima qualidade, não recomendo.;2023-04-04;Neutro;0.0
1428;Péssima qualidade, não recomendo.;2022-11-02;Neutro;0.0
1429;Não gostei do atendimento.;2022-12-12;Neutro;0.0
1430;Muito satisfeito com a compra.;2022-07-12;Neutro;0.0
1431;Não gostei do atendimento.;2022-10-09;Neutro;0.0
1432;Ótimo produto!;2022-06-07;Neutro;0.0
1433;Atendimento muito bom, parabéns!;2023-12-23;Neutro;0.0
1434;Atendimento muito bom, parabéns!;2022-03-04;Neutro;0.0
1435;Atendimento muito bom, parabéns!;2022-10-13;Neutro;0.0
1436;Não era o que eu esperava.;2022-08-18;Neutro;0.0
1437;Não era o que eu esperava.;2022-01-21;Neutro;0.0
1438;Péssima qualidade, não recomendo.;2022-05-11;Neutro;0.0
1439;Não era o que eu esperava.;2022-11-10;Neutro;0.0
1440;Excelente custo-benefício!;2023-01-10;Neutro;0.0
1441;Produto veio com defeito.;2022-07-26;Neutro;0.0
1442;Entrega super rápida, adorei!;2022-11-12;Positivo;0.41666666666666663
1443;Entrega super rápida, adorei!;2022-02-01;Positivo;0.41666666666666663
1444;Produto veio com defeito.;2023-10-06;Neutro;0.0
1445;Excelente custo-benefício!;2023-08-30;Neutro;0.0
1446;Produto veio com defeito.;2022-10-01;Neutro;0.0
1447;Demorou muito para chegar.;2023-09-04;Neutro;0.0
1448;Produto veio com defeito.;2023-02-26;Neutro;0.0
1449;Não era o que eu esperava.;2022-03-27;Neutro;0.0
1450;Demorou muito para chegar.;2022-11-13;Neutro;0.0
1451;Muito satisfeito com a compra.;2023-09-13;Neutro;0.0
1452;Produto veio com defeito.;2023-08-20;Neutro;0.0
1453;Ótimo produto!;2022-04-20;Neutro;0.0
1454;Produto veio com defeito.;2023-07-02;Neutro;0.0
1455;Entrega super rápida, adorei!;2022-08-21;Positivo;0.41666666666666663
1456;Ótimo produto!;2023-06-29;Neutro;0.0
1457;Entrega super rápida, adorei!;2022-05-20;Positivo;0.41666666666666663
1458;Excelente custo-benefício!;2022-11-07;Neutro;0.0
1459;Entrega super rápida, adorei!;2023-08-17;Positivo;0.41666666666666663
1460;Muito satisfeito com a compra.;2022-10-10;Neutro;0.0
1461;Demorou muito para chegar.;2023-11-28;Neutro;0.0
1462;Péssima qualidade, não recomendo.;2023-07-01;Neutro;0.0
1463;Péssima qualidade, não recomendo.;2023-12-02;Neutro;0.0
1464;Demorou muito para chegar.;2023-06-16;Neutro;0.0
1465;Excelente custo-benefício!;2022-04-11;Neutro;0.0
1466;Atendimento muito bom, parabéns!;2023-07-03;Neutro;0.0
1467;Entrega super rápida, adorei!;2022-08-23;Positivo;0.41666666666666663
1468;Excelente custo-benefício!;2022-03-04;Neutro;0.0
1469;Péssima qualidade, não recomendo.;2023-11-25;Neutro;0.0
1470;Entrega super rápida, adorei!;2023-12-12;Positivo;0.41666666666666663
1471;Não gostei do atendimento.;2023-08-31;Neutro;0.0
1472;Produto veio com defeito.;2022-03-21;Neutro;0.0
1473;Atendimento muito bom, parabéns!;2022-04-24;Neutro;0.0
1474;Demorou muito para chegar.;2023-12-12;Neutro;0.0
1475;Muito satisfeito com a compra.;2022-01-05;Neutro;0.0
1476;Demorou muito para chegar.;2023-05-06;Neutro;0.0
1477;Ótimo produto!;2022-04-19;Neutro;0.0
1478;Muito satisfeito com a compra.;2022-06-12;Neutro;0.0
1479;Produto veio com defeito.;2023-07-17;Neutro;0.0
1480;Péssima qualidade, não recomendo.;2022-10-16;Neutro;0.0
1481;Não gostei do atendimento.;2023-04-08;Neutro;0.0
1482;Demorou muito para chegar.;2023-12-08;Neutro;0.0
1483;Muito satisfeito com a compra.;2023-08-22;Neutro;0.0
1484;Não era o que eu esperava.;2023-01-05;Neutro;0.0
1485;Produto veio com defeito.;2022-10-16;Neutro;0.0
1486;Entrega super rápida, adorei!;2023-05-23;Positivo;0.41666666666666663
1487;Ótimo produto!;2022-08-06;Neutro;0.0
1488;Atendimento muito bom, parabéns!;2022-11-23;Neutro;0.0
1489;Péssima qualidade, não recomendo.;2024-01-01;Neutro;0.0
1490;Ótimo produto!;2022-04-02;Neutro;0.0
1491;Não era o que eu esperava.;2023-12-12;Neutro;0.0
1492;Muito satisfeito com a compra.;2023-12-28;Neutro;0.0
1493;Não era o que eu esperava.;2023-07-09;Neutro;0.0
1494;Ótimo produto!;2023-10-25;Neutro;0.0
1495;Excelente custo-benefício!;2022-06-04;Neutro;0.0
1496;Ótimo produto!;2022-02-06;Neutro;0.0
1497;Entrega super rápida, adorei!;2023-12-10;Positivo;0.41666666666666663
1498;Muito satisfeito com a compra.;2023-04-30;Neutro;0.0
1499;Atendimento muito bom, parabéns!;2023-02-11;Neutro;0.0
1500;Atendimento muito bom, parabéns!;2023-02-25;Neutro;0.0
1501;Não gostei do atendimento.;2022-09-29;Neutro;0.0
1502;Péssima qualidade, não recomendo.;2023-08-02;Neutro;0.0
1503;Demorou muito para chegar.;2022-02-26;Neutro;0.0
1504;Produto veio com defeito.;2023-12-16;Neutro;0.0
1505;Muito satisfeito com a compra.;2023-07-16;Neutro;0.0
1506;Atendimento muito bom, parabéns!;2022-04-10;Neutro;0.0
1507;Ótimo produto!;2023-09-29;Neutro;0.0
1508;Entrega super rápida, adorei!;2022-12-30;Positivo;0.41666666666666663
1509;Entrega super rápida, adorei!;2022-08-31;Positivo;0.41666666666666663
1510;Atendimento muito bom, parabéns!;2022-08-20;Neutro;0.0
1511;Entrega super rápida, adorei!;2023-05-07;Positivo;0.41666666666666663
1512;Péssima qualidade, não recomendo.;2022-08-16;Neutro;0.0
1513;Não era o que eu esperava.;2023-08-15;Neutro;0.0
1514;Péssima qualidade, não recomendo.;2022-12-23;Neutro;0.0
1515;Não gostei do atendimento.;2023-04-08;Neutro;0.0
1516;Atendimento muito bom, parabéns!;2022-07-06;Neutro;0.0
1517;Não era o que eu esperava.;2023-06-27;Neutro;0.0
1518;Ótimo produto!;2022-10-20;Neutro;0.0
1519;Ótimo produto!;2023-06-23;Neutro;0.0
1520;Demorou muito para chegar.;2023-07-25;Neutro;0.0
1521;Ótimo produto!;2022-03-05;Neutro;0.0
1522;Não era o que eu esperava.;2023-04-22;Neutro;0.0
1523;Excelente custo-benefício!;2022-05-01;Neutro;0.0
1524;Não era o que eu esperava.;2023-08-02;Neutro;0.0
1525;Demorou muito para chegar.;2023-12-04;Neutro;0.0
1526;Péssima qualidade, não recomendo.;2023-01-08;Neutro;0.0
1527;Entrega super rápida, adorei!;2023-02-01;Positivo;0.41666666666666663
1528;Entrega super rápida, adorei!;2022-10-19;Positivo;0.41666666666666663
1529;Não era o que eu esperava.;2023-03-09;Neutro;0.0
1530;Não era o que eu esperava.;2022-10-15;Neutro;0.0
1531;Ótimo produto!;2023-03-19;Neutro;0.0
1532;Não era o que eu esperava.;2023-07-21;Neutro;0.0
1533;Muito satisfeito com a compra.;2022-01-16;Neutro;0.0
1534;Ótimo produto!;2022-05-28;Neutro;0.0
1535;Demorou muito para chegar.;2023-11-05;Neutro;0.0
1536;Não era o que eu esperava.;2022-11-16;Neutro;0.0
1537;Demorou muito para chegar.;2022-02-26;Neutro;0.0
1538;Ótimo produto!;2023-06-27;Neutro;0.0
1539;Entrega super rápida, adorei!;2023-04-30;Positivo;0.41666666666666663
1540;Demorou muito para chegar.;2022-07-02;Neutro;0.0
1541;Ótimo produto!;2023-03-25;Neutro;0.0
1542;Ótimo produto!;2022-10-11;Neutro;0.0
1543;Ótimo produto!;2022-02-26;Neutro;0.0
1544;Entrega super rápida, adorei!;2022-03-21;Positivo;0.41666666666666663
1545;Produto veio com defeito.;2023-03-29;Neutro;0.0
1546;Muito satisfeito com a compra.;2023-07-23;Neutro;0.0
1547;Ótimo produto!;2023-06-21;Neutro;0.0
1548;Excelente custo-benefício!;2023-11-29;Neutro;0.0
1549;Péssima qualidade, não recomendo.;2022-09-09;Neutro;0.0
1550;Demorou muito para chegar.;2023-10-26;Neutro;0.0
1551;Não era o que eu esperava.;2022-08-15;Neutro;0.0
1552;Entrega super rápida, adorei!;2023-12-17;Positivo;0.41666666666666663
1553;Péssima qualidade, não recomendo.;2022-01-17;Neutro;0.0
1554;Ótimo produto!;2023-12-17;Neutro;0.0
1555;Atendimento muito bom, parabéns!;2023-12-23;Neutro;0.0
1556;Excelente custo-benefício!;2023-12-05;Neutro;0.0
1557;Excelente custo-benefício!;2023-05-26;Neutro;0.0
1558;Não gostei do atendimento.;2022-01-15;Neutro;0.0
1559;Muito satisfeito com a compra.;2022-08-18;Neutro;0.0
1560;Demorou muito para chegar.;2022-11-09;Neutro;0.0
1561;Atendimento muito bom, parabéns!;2023-07-22;Neutro;0.0
1562;Atendimento muito bom, parabéns!;2022-06-09;Neutro;0.0
1563;Entrega super rápida, adorei!;2023-05-01;Positivo;0.41666666666666663
1564;Péssima qualidade, não recomendo.;2022-10-04;Neutro;0.0
1565;Demorou muito para chegar.;2022-10-01;Neutro;0.0
1566;Muito satisfeito com a compra.;2023-04-25;Neutro;0.0
1567;Produto veio com defeito.;2023-09-28;Neutro;0.0
1568;Péssima qualidade, não recomendo.;2023-09-29;Neutro;0.0
1569;Atendimento muito bom, parabéns!;2023-02-27;Neutro;0.0
1570;Demorou muito para chegar.;2023-11-28;Neutro;0.0
1571;Produto veio com defeito.;2022-11-24;Neutro;0.0
1572;Excelente custo-benefício!;2023-06-02;Neutro;0.0
1573;Produto veio com defeito.;2022-11-21;Neutro;0.0
1574;Péssima qualidade, não recomendo.;2022-10-23;Neutro;0.0
1575;Produto veio com defeito.;2023-01-20;Neutro;0.0
1576;Atendimento muito bom, parabéns!;2022-05-15;Neutro;0.0
1577;Produto veio com defeito.;2023-12-30;Neutro;0.0
1578;Demorou muito para chegar.;2023-11-23;Neutro;0.0
1579;Não era o que eu esperava.;2022-06-07;Neutro;0.0
1580;Produto veio com defeito.;2023-09-27;Neutro;0.0
1581;Não gostei do atendimento.;2022-08-10;Neutro;0.0
1582;Demorou muito para chegar.;2023-04-26;Neutro;0.0
1583;Demorou muito para chegar.;2023-12-29;Neutro;0.0
1584;Demorou muito para chegar.;2023-07-07;Neutro;0.0
1585;Excelente custo-benefício!;2022-10-30;Neutro;0.0
1586;Produto veio com defeito.;2023-03-29;Neutro;0.0
1587;Excelente custo-benefício!;2023-12-02;Neutro;0.0
1588;Entrega super rápida, adorei!;2023-12-16;Positivo;0.41666666666666663
1589;Entrega super rápida, adorei!;2023-09-28;Positivo;0.41666666666666663
1590;Demorou muito para chegar.;2023-05-25;Neutro;0.0
1591;Excelente custo-benefício!;2023-03-04;Neutro;0.0
1592;Muito satisfeito com a compra.;2023-12-02;Neutro;0.0
1593;Demorou muito para chegar.;2022-01-22;Neutro;0.0
1594;Muito satisfeito com a compra.;2022-08-05;Neutro;0.0
1595;Excelente custo-benefício!;2023-11-23;Neutro;0.0
1596;Entrega super rápida, adorei!;2023-05-01;Positivo;0.41666666666666663
1597;Ótimo produto!;2023-10-24;Neutro;0.0
1598;Péssima qualidade, não recomendo.;2022-11-14;Neutro;0.0
1599;Produto veio com defeito.;2023-09-20;Neutro;0.0
1600;Entrega super rápida, adorei!;2023-05-28;Positivo;0.41666666666666663
1601;Não gostei do atendimento.;2022-02-20;Neutro;0.0
1602;Péssima qualidade, não recomendo.;2023-06-26;Neutro;0.0
1603;Ótimo produto!;2023-07-20;Neutro;0.0
1604;Atendimento muito bom, parabéns!;2023-01-04;Neutro;0.0
1605;Péssima qualidade, não recomendo.;2022-02-13;Neutro;0.0
1606;Entrega super rápida, adorei!;2022-04-20;Positivo;0.41666666666666663
1607;Atendimento muito bom, parabéns!;2023-10-12;Neutro;0.0
1608;Atendimento muito bom, parabéns!;2022-05-12;Neutro;0.0
1609;Péssima qualidade, não recomendo.;2022-09-01;Neutro;0.0
1610;Demorou muito para chegar.;2022-09-14;Neutro;0.0
1611;Não gostei do atendimento.;2023-07-13;Neutro;0.0
1612;Excelente custo-benefício!;2023-03-09;Neutro;0.0
1613;Muito satisfeito com a compra.;2022-07-06;Neutro;0.0
1614;Péssima qualidade, não recomendo.;2023-06-18;Neutro;0.0
1615;Não era o que eu esperava.;2023-01-06;Neutro;0.0
1616;Excelente custo-benefício!;2023-03-09;Neutro;0.0
1617;Muito satisfeito com a compra.;2022-02-26;Neutro;0.0
1618;Excelente custo-benefício!;2023-03-03;Neutro;0.0
1619;Ótimo produto!;2022-10-26;Neutro;0.0
1620;Entrega super rápida, adorei!;2022-02-03;Positivo;0.41666666666666663
1621;Entrega super rápida, adorei!;2023-12-22;Positivo;0.41666666666666663
1622;Não era o que eu esperava.;2023-06-13;Neutro;0.0
1623;Ótimo produto!;2022-03-11;Neutro;0.0
1624;Excelente custo-benefício!;2022-02-07;Neutro;0.0
1625;Produto veio com defeito.;2022-01-02;Neutro;0.0
1626;Atendimento muito bom, parabéns!;2023-12-22;Neutro;0.0
1627;Não gostei do atendimento.;2022-04-05;Neutro;0.0
1628;Ótimo produto!;2023-07-04;Neutro;0.0
1629;Não gostei do atendimento.;2023-11-23;Neutro;0.0
1630;Não gostei do atendimento.;2023-06-12;Neutro;0.0
1631;Péssima qualidade, não recomendo.;2022-10-26;Neutro;0.0
1632;Excelente custo-benefício!;2023-06-27;Neutro;0.0
1633;Atendimento muito bom, parabéns!;2022-04-02;Neutro;0.0
1634;Não era o que eu esperava.;2023-05-13;Neutro;0.0
1635;Muito satisfeito com a compra.;2023-12-27;Neutro;0.0
1636;Muito satisfeito com a compra.;2022-03-08;Neutro;0.0
1637;Atendimento muito bom, parabéns!;2023-07-18;Neutro;0.0
1638;Não era o que eu esperava.;2023-05-05;Neutro;0.0
1639;Muito satisfeito com a compra.;2023-03-23;Neutro;0.0
1640;Péssima qualidade, não recomendo.;2023-10-27;Neutro;0.0
1641;Muito satisfeito com a compra.;2022-02-10;Neutro;0.0
1642;Ótimo produto!;2023-03-22;Neutro;0.0
1643;Entrega super rápida, adorei!;2022-07-09;Positivo;0.41666666666666663
1644;Produto veio com defeito.;2022-05-14;Neutro;0.0
1645;Ótimo produto!;2023-06-17;Neutro;0.0
1646;Demorou muito para chegar.;2023-06-16;Neutro;0.0
1647;Excelente custo-benefício!;2022-12-12;Neutro;0.0
1648;Excelente custo-benefício!;2022-07-15;Neutro;0.0
1649;Demorou muito para chegar.;2022-06-03;Neutro;0.0
1650;Muito satisfeito com a compra.;2022-05-03;Neutro;0.0
1651;Produto veio com defeito.;2022-08-27;Neutro;0.0
1652;Não era o que eu esperava.;2022-03-11;Neutro;0.0
1653;Não gostei do atendimento.;2023-09-09;Neutro;0.0
1654;Excelente custo-benefício!;2023-04-05;Neutro;0.0
1655;Atendimento muito bom, parabéns!;2023-10-03;Neutro;0.0
1656;Não era o que eu esperava.;2022-07-29;Neutro;0.0
1657;Não gostei do atendimento.;2023-04-14;Neutro;0.0
1658;Produto veio com defeito.;2022-08-22;Neutro;0.0
1659;Péssima qualidade, não recomendo.;2022-07-23;Neutro;0.0
1660;Não gostei do atendimento.;2022-11-06;Neutro;0.0
1661;Atendimento muito bom, parabéns!;2022-01-18;Neutro;0.0
1662;Muito satisfeito com a compra.;2022-07-16;Neutro;0.0
1663;Entrega super rápida, adorei!;2022-12-26;Positivo;0.41666666666666663
1664;Atendimento muito bom, parabéns!;2022-07-17;Neutro;0.0
1665;Produto veio com defeito.;2022-11-21;Neutro;0.0
1666;Demorou muito para chegar.;2023-09-25;Neutro;0.0
1667;Péssima qualidade, não recomendo.;2022-12-05;Neutro;0.0
1668;Muito satisfeito com a compra.;2022-07-24;Neutro;0.0
1669;Não gostei do atendimento.;2022-04-02;Neutro;0.0
1670;Demorou muito para chegar.;2023-06-11;Neutro;0.0
1671;Péssima qualidade, não recomendo.;2023-06-24;Neutro;0.0
1672;Não era o que eu esperava.;2022-11-24;Neutro;0.0
1673;Não gostei do atendimento.;2023-10-13;Neutro;0.0
1674;Muito satisfeito com a compra.;2023-11-24;Neutro;0.0
1675;Não era o que eu esperava.;2023-09-03;Neutro;0.0
1676;Atendimento muito bom, parabéns!;2023-02-27;Neutro;0.0
1677;Muito satisfeito com a compra.;2022-12-01;Neutro;0.0
1678;Ótimo produto!;2023-05-21;Neutro;0.0
1679;Atendimento muito bom, parabéns!;2023-08-08;Neutro;0.0
1680;Não gostei do atendimento.;2023-11-03;Neutro;0.0
1681;Atendimento muito bom, parabéns!;2023-08-18;Neutro;0.0
1682;Não era o que eu esperava.;2022-05-27;Neutro;0.0
1683;Entrega super rápida, adorei!;2022-05-11;Positivo;0.41666666666666663
1684;Atendimento muito bom, parabéns!;2023-01-11;Neutro;0.0
1685;Atendimento muito bom, parabéns!;2023-07-30;Neutro;0.0
1686;Excelente custo-benefício!;2022-03-28;Neutro;0.0
1687;Entrega super rápida, adorei!;2022-12-25;Positivo;0.41666666666666663
1688;Não era o que eu esperava.;2022-01-02;Neutro;0.0
1689;Produto veio com defeito.;2022-04-17;Neutro;0.0
1690;Muito satisfeito com a compra.;2023-01-07;Neutro;0.0
1691;Não era o que eu esperava.;2023-11-09;Neutro;0.0
1692;Muito satisfeito com a compra.;2022-06-17;Neutro;0.0
1693;Ótimo produto!;2022-07-22;Neutro;0.0
1694;Entrega super rápida, adorei!;2022-02-17;Positivo;0.41666666666666663
1695;Demorou muito para chegar.;2022-05-25;Neutro;0.0
1696;Excelente custo-benefício!;2022-12-24;Neutro;0.0
1697;Entrega super rápida, adorei!;2022-11-29;Positivo;0.41666666666666663
1698;Não gostei do atendimento.;2022-11-23;Neutro;0.0
1699;Atendimento muito bom, parabéns!;2022-01-27;Neutro;0.0
1700;Produto veio com defeito.;2023-11-01;Neutro;0.0
1701;Não gostei do atendimento.;2022-01-24;Neutro;0.0
1702;Ótimo produto!;2023-09-14;Neutro;0.0
1703;Excelente custo-benefício!;2022-09-09;Neutro;0.0
1704;Não era o que eu esperava.;2022-12-21;Neutro;0.0
1705;Ótimo produto!;2023-06-06;Neutro;0.0
1706;Entrega super rápida, adorei!;2022-04-28;Positivo;0.41666666666666663
1707;Entrega super rápida, adorei!;2022-04-26;Positivo;0.41666666666666663
1708;Ótimo produto!;2023-04-30;Neutro;0.0
1709;Ótimo produto!;2022-02-01;Neutro;0.0
1710;Demorou muito para chegar.;2022-01-01;Neutro;0.0
1711;Ótimo produto!;2023-01-05;Neutro;0.0
1712;Péssima qualidade, não recomendo.;2022-12-02;Neutro;0.0
1713;Não gostei do atendimento.;2022-12-07;Neutro;0.0
1714;Entrega super rápida, adorei!;2023-04-02;Positivo;0.41666666666666663
1715;Não era o que eu esperava.;2022-08-30;Neutro;0.0
1716;Não gostei do atendimento.;2023-11-26;Neutro;0.0
1717;Atendimento muito bom, parabéns!;2022-04-08;Neutro;0.0
1718;Atendimento muito bom, parabéns!;2023-09-13;Neutro;0.0
1719;Excelente custo-benefício!;2022-10-16;Neutro;0.0
1720;Não gostei do atendimento.;2023-07-29;Neutro;0.0
1721;Demorou muito para chegar.;2023-12-16;Neutro;0.0
1722;Entrega super rápida, adorei!;2023-10-16;Positivo;0.41666666666666663
1723;Produto veio com defeito.;2022-06-02;Neutro;0.0
1724;Produto veio com defeito.;2022-04-06;Neutro;0.0
1725;Muito satisfeito com a compra.;2023-01-28;Neutro;0.0
1726;Muito satisfeito com a compra.;2022-12-18;Neutro;0.0
1727;Péssima qualidade, não recomendo.;2023-11-03;Neutro;0.0
1728;Não era o que eu esperava.;2023-01-11;Neutro;0.0
1729;Não gostei do atendimento.;2023-09-24;Neutro;0.0
1730;Não era o que eu esperava.;2022-12-28;Neutro;0.0
1731;Excelente custo-benefício!;2022-07-18;Neutro;0.0
1732;Muito satisfeito com a compra.;2023-02-06;Neutro;0.0
1733;Não gostei do atendimento.;2022-05-09;Neutro;0.0
1734;Excelente custo-benefício!;2023-03-31;Neutro;0.0
1735;Demorou muito para chegar.;2022-09-03;Neutro;0.0
1736;Péssima qualidade, não recomendo.;2023-03-13;Neutro;0.0
1737;Excelente custo-benefício!;2023-11-01;Neutro;0.0
1738;Péssima qualidade, não recomendo.;2022-10-29;Neutro;0.0
1739;Não gostei do atendimento.;2023-08-19;Neutro;0.0
1740;Muito satisfeito com a compra.;2023-08-26;Neutro;0.0
1741;Ótimo produto!;2023-03-12;Neutro;0.0
1742;Não era o que eu esperava.;2022-04-23;Neutro;0.0
1743;Produto veio com defeito.;2022-09-10;Neutro;0.0
1744;Atendimento muito bom, parabéns!;2022-10-15;Neutro;0.0
1745;Entrega super rápida, adorei!;2023-05-14;Positivo;0.41666666666666663
1746;Demorou muito para chegar.;2023-12-16;Neutro;0.0
1747;Atendimento muito bom, parabéns!;2022-04-24;Neutro;0.0
1748;Não gostei do atendimento.;2022-08-12;Neutro;0.0
1749;Péssima qualidade, não recomendo.;2023-01-05;Neutro;0.0
1750;Atendimento muito bom, parabéns!;2022-12-16;Neutro;0.0
1751;Péssima qualidade, não recomendo.;2023-11-15;Neutro;0.0
1752;Ótimo produto!;2023-06-24;Neutro;0.0
1753;Demorou muito para chegar.;2022-02-07;Neutro;0.0
1754;Muito satisfeito com a compra.;2022-01-06;Neutro;0.0
1755;Entrega super rápida, adorei!;2022-04-06;Positivo;0.41666666666666663
1756;Ótimo produto!;2023-07-22;Neutro;0.0
1757;Não gostei do atendimento.;2022-04-30;Neutro;0.0
1758;Entrega super rápida, adorei!;2023-05-24;Positivo;0.41666666666666663
1759;Péssima qualidade, não recomendo.;2022-10-23;Neutro;0.0
1760;Excelente custo-benefício!;2023-09-04;Neutro;0.0
1761;Demorou muito para chegar.;2023-05-23;Neutro;0.0
1762;Excelente custo-benefício!;2023-12-10;Neutro;0.0
1763;Muito satisfeito com a compra.;2022-06-20;Neutro;0.0
1764;Entrega super rápida, adorei!;2022-03-07;Positivo;0.41666666666666663
1765;Produto veio com defeito.;2022-07-05;Neutro;0.0
1766;Ótimo produto!;2022-01-17;Neutro;0.0
1767;Não gostei do atendimento.;2023-04-16;Neutro;0.0
1768;Demorou muito para chegar.;2023-07-15;Neutro;0.0
1769;Não era o que eu esperava.;2023-10-29;Neutro;0.0
1770;Excelente custo-benefício!;2023-12-02;Neutro;0.0
